,2020-08-13T00:05:00+08:00,2020-08-13T00:10:00+08:00,2020-08-13T00:15:00+08:00,2020-08-13T00:20:00+08:00,2020-08-13T00:25:00+08:00,2020-08-13T00:30:00+08:00,2020-08-13T00:35:00+08:00,2020-08-13T00:40:00+08:00,2020-08-13T00:45:00+08:00,2020-08-13T00:50:00+08:00,2020-08-13T00:55:00+08:00,2020-08-13T01:00:00+08:00,2020-08-13T01:05:00+08:00,2020-08-13T01:10:00+08:00,2020-08-13T01:15:00+08:00,2020-08-13T01:20:00+08:00,2020-08-13T01:25:00+08:00,2020-08-13T01:30:00+08:00,2020-08-13T01:35:00+08:00,2020-08-13T01:40:00+08:00,2020-08-13T01:45:00+08:00,2020-08-13T01:50:00+08:00,2020-08-13T01:55:00+08:00,2020-08-13T02:00:00+08:00,2020-08-13T02:05:00+08:00,2020-08-13T02:10:00+08:00,2020-08-13T02:15:00+08:00,2020-08-13T02:20:00+08:00,2020-08-13T02:25:00+08:00,2020-08-13T02:30:00+08:00,2020-08-13T02:35:00+08:00,2020-08-13T02:40:00+08:00,2020-08-13T02:45:00+08:00,2020-08-13T02:50:00+08:00,2020-08-13T02:55:00+08:00,2020-08-13T03:00:00+08:00,2020-08-13T03:05:00+08:00,2020-08-13T03:10:00+08:00,2020-08-13T03:15:00+08:00,2020-08-13T03:20:00+08:00,2020-08-13T03:25:00+08:00,2020-08-13T03:30:00+08:00,2020-08-13T03:35:00+08:00,2020-08-13T03:40:00+08:00,2020-08-13T03:45:00+08:00,2020-08-13T03:50:00+08:00,2020-08-13T03:55:00+08:00,2020-08-13T04:00:00+08:00,2020-08-13T04:05:00+08:00,2020-08-13T04:10:00+08:00,2020-08-13T04:15:00+08:00,2020-08-13T04:20:00+08:00,2020-08-13T04:25:00+08:00,2020-08-13T04:30:00+08:00,2020-08-13T04:35:00+08:00,2020-08-13T04:40:00+08:00,2020-08-13T04:45:00+08:00,2020-08-13T04:50:00+08:00,2020-08-13T04:55:00+08:00,2020-08-13T05:00:00+08:00,2020-08-13T05:05:00+08:00,2020-08-13T05:10:00+08:00,2020-08-13T05:15:00+08:00,2020-08-13T05:20:00+08:00,2020-08-13T05:25:00+08:00,2020-08-13T05:30:00+08:00,2020-08-13T05:35:00+08:00,2020-08-13T05:40:00+08:00,2020-08-13T05:45:00+08:00,2020-08-13T05:50:00+08:00,2020-08-13T05:55:00+08:00,2020-08-13T06:00:00+08:00,2020-08-13T06:05:00+08:00,2020-08-13T06:10:00+08:00,2020-08-13T06:15:00+08:00,2020-08-13T06:20:00+08:00,2020-08-13T06:25:00+08:00,2020-08-13T06:30:00+08:00,2020-08-13T06:35:00+08:00,2020-08-13T06:40:00+08:00,2020-08-13T06:45:00+08:00,2020-08-13T06:50:00+08:00,2020-08-13T06:55:00+08:00,2020-08-13T07:00:00+08:00,2020-08-13T07:05:00+08:00,2020-08-13T07:10:00+08:00,2020-08-13T07:15:00+08:00,2020-08-13T07:20:00+08:00,2020-08-13T07:25:00+08:00,2020-08-13T07:30:00+08:00,2020-08-13T07:35:00+08:00,2020-08-13T07:40:00+08:00,2020-08-13T07:45:00+08:00,2020-08-13T07:50:00+08:00,2020-08-13T07:55:00+08:00,2020-08-13T08:00:00+08:00,2020-08-13T08:05:00+08:00,2020-08-13T08:10:00+08:00,2020-08-13T08:15:00+08:00,2020-08-13T08:20:00+08:00,2020-08-13T08:25:00+08:00,2020-08-13T08:30:00+08:00,2020-08-13T08:35:00+08:00,2020-08-13T08:40:00+08:00,2020-08-13T08:45:00+08:00,2020-08-13T08:50:00+08:00,2020-08-13T08:55:00+08:00,2020-08-13T09:00:00+08:00,2020-08-13T09:05:00+08:00,2020-08-13T09:10:00+08:00,2020-08-13T09:15:00+08:00,2020-08-13T09:20:00+08:00,2020-08-13T09:25:00+08:00,2020-08-13T09:30:00+08:00,2020-08-13T09:35:00+08:00,2020-08-13T09:40:00+08:00,2020-08-13T09:45:00+08:00,2020-08-13T09:50:00+08:00,2020-08-13T09:55:00+08:00,2020-08-13T10:00:00+08:00,2020-08-13T10:05:00+08:00,2020-08-13T10:10:00+08:00,2020-08-13T10:15:00+08:00,2020-08-13T10:20:00+08:00,2020-08-13T10:25:00+08:00,2020-08-13T10:30:00+08:00,2020-08-13T10:35:00+08:00,2020-08-13T10:40:00+08:00,2020-08-13T10:45:00+08:00,2020-08-13T10:50:00+08:00,2020-08-13T10:55:00+08:00,2020-08-13T11:00:00+08:00,2020-08-13T11:05:00+08:00,2020-08-13T11:10:00+08:00,2020-08-13T11:15:00+08:00,2020-08-13T11:20:00+08:00,2020-08-13T11:25:00+08:00,2020-08-13T11:30:00+08:00,2020-08-13T11:35:00+08:00,2020-08-13T11:40:00+08:00,2020-08-13T11:45:00+08:00,2020-08-13T11:50:00+08:00,2020-08-13T11:55:00+08:00,2020-08-13T12:00:00+08:00,2020-08-13T12:05:00+08:00,2020-08-13T12:10:00+08:00,2020-08-13T12:15:00+08:00,2020-08-13T12:20:00+08:00,2020-08-13T12:25:00+08:00,2020-08-13T12:30:00+08:00,2020-08-13T12:35:00+08:00,2020-08-13T12:40:00+08:00,2020-08-13T12:45:00+08:00,2020-08-13T12:50:00+08:00,2020-08-13T12:55:00+08:00,2020-08-13T13:00:00+08:00,2020-08-13T13:05:00+08:00,2020-08-13T13:10:00+08:00,2020-08-13T13:15:00+08:00,2020-08-13T13:20:00+08:00,2020-08-13T13:25:00+08:00,2020-08-13T13:30:00+08:00,2020-08-13T13:35:00+08:00,2020-08-13T13:40:00+08:00,2020-08-13T13:45:00+08:00,2020-08-13T13:50:00+08:00,2020-08-13T13:55:00+08:00,2020-08-13T14:00:00+08:00,2020-08-13T14:05:00+08:00,2020-08-13T14:10:00+08:00,2020-08-13T14:15:00+08:00,2020-08-13T14:20:00+08:00,2020-08-13T14:25:00+08:00,2020-08-13T14:30:00+08:00,2020-08-13T14:35:00+08:00,2020-08-13T14:40:00+08:00,2020-08-13T14:45:00+08:00,2020-08-13T14:50:00+08:00,2020-08-13T14:55:00+08:00,2020-08-13T15:00:00+08:00,2020-08-13T15:05:00+08:00,2020-08-13T15:10:00+08:00,2020-08-13T15:15:00+08:00,2020-08-13T15:20:00+08:00,2020-08-13T15:25:00+08:00,2020-08-13T15:30:00+08:00,2020-08-13T15:35:00+08:00,2020-08-13T15:40:00+08:00,2020-08-13T15:45:00+08:00,2020-08-13T15:50:00+08:00,2020-08-13T15:55:00+08:00,2020-08-13T16:00:00+08:00,2020-08-13T16:05:00+08:00,2020-08-13T16:10:00+08:00,2020-08-13T16:15:00+08:00,2020-08-13T16:20:00+08:00,2020-08-13T16:25:00+08:00,2020-08-13T16:30:00+08:00,2020-08-13T16:35:00+08:00,2020-08-13T16:40:00+08:00,2020-08-13T16:45:00+08:00,2020-08-13T16:50:00+08:00,2020-08-13T16:55:00+08:00,2020-08-13T17:00:00+08:00,2020-08-13T17:05:00+08:00,2020-08-13T17:10:00+08:00,2020-08-13T17:15:00+08:00,2020-08-13T17:20:00+08:00,2020-08-13T17:25:00+08:00,2020-08-13T17:30:00+08:00,2020-08-13T17:35:00+08:00,2020-08-13T17:40:00+08:00,2020-08-13T17:45:00+08:00,2020-08-13T17:50:00+08:00,2020-08-13T17:55:00+08:00,2020-08-13T18:00:00+08:00,2020-08-13T18:05:00+08:00,2020-08-13T18:10:00+08:00,2020-08-13T18:15:00+08:00,2020-08-13T18:20:00+08:00,2020-08-13T18:25:00+08:00,2020-08-13T18:30:00+08:00,2020-08-13T18:35:00+08:00,2020-08-13T18:40:00+08:00,2020-08-13T18:45:00+08:00,2020-08-13T18:50:00+08:00,2020-08-13T18:55:00+08:00,2020-08-13T19:00:00+08:00,2020-08-13T19:05:00+08:00,2020-08-13T19:10:00+08:00,2020-08-13T19:15:00+08:00,2020-08-13T19:20:00+08:00,2020-08-13T19:25:00+08:00,2020-08-13T19:30:00+08:00,2020-08-13T19:35:00+08:00,2020-08-13T19:40:00+08:00,2020-08-13T19:45:00+08:00,2020-08-13T19:50:00+08:00,2020-08-13T19:55:00+08:00,2020-08-13T20:00:00+08:00,2020-08-13T20:05:00+08:00,2020-08-13T20:10:00+08:00,2020-08-13T20:15:00+08:00,2020-08-13T20:20:00+08:00,2020-08-13T20:25:00+08:00,2020-08-13T20:30:00+08:00,2020-08-13T20:35:00+08:00,2020-08-13T20:40:00+08:00,2020-08-13T20:45:00+08:00,2020-08-13T20:50:00+08:00,2020-08-13T20:55:00+08:00,2020-08-13T21:00:00+08:00,2020-08-13T21:05:00+08:00,2020-08-13T21:10:00+08:00,2020-08-13T21:15:00+08:00,2020-08-13T21:20:00+08:00,2020-08-13T21:25:00+08:00,2020-08-13T21:30:00+08:00,2020-08-13T21:35:00+08:00,2020-08-13T21:40:00+08:00,2020-08-13T21:45:00+08:00,2020-08-13T21:50:00+08:00,2020-08-13T21:55:00+08:00,2020-08-13T22:00:00+08:00,2020-08-13T22:05:00+08:00,2020-08-13T22:10:00+08:00,2020-08-13T22:15:00+08:00,2020-08-13T22:20:00+08:00,2020-08-13T22:25:00+08:00,2020-08-13T22:30:00+08:00,2020-08-13T22:35:00+08:00,2020-08-13T22:40:00+08:00,2020-08-13T22:45:00+08:00,2020-08-13T22:50:00+08:00,2020-08-13T22:55:00+08:00,2020-08-13T23:00:00+08:00,2020-08-13T23:05:00+08:00,2020-08-13T23:10:00+08:00,2020-08-13T23:15:00+08:00,2020-08-13T23:20:00+08:00,2020-08-13T23:25:00+08:00,2020-08-13T23:30:00+08:00,2020-08-13T23:35:00+08:00,2020-08-13T23:40:00+08:00,2020-08-13T23:45:00+08:00,2020-08-13T23:50:00+08:00,2020-08-13T23:55:00+08:00
S77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0.2,0.2,0,0.2,1.4,3.4,3.2,2.8,1.6,1,1,0.8,0.4,0.4,0.2,0,0.2,0.6,0.2,0.2,0.2,0.2,0.2,0.2,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,4.2,5.6,4.4,2.6,4.2,2.8,1.2,1.2,1.8,1,0.8,1,1.6,2.2,2,1.4,1,1,0.6,0.6,0.4,0.4,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,4,1,0.4,1.6,2.4,2.8,1.6,1.8,1.6,1.2,3.2,1.6,2.6,2.2,2.8,3.4,1.6,1.2,0.6,0.8,0.8,0.8,0.6,0.2,0.4,0,0.2,0.4,0.4,0.4,0.4,0.2,0.4,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.4,0,0,0,0,9,11.8,10.4,10.2,9.39999,5.6,4.8,3.2,2,1.4,0.6,1.4,0.2,0.2,0.2,0,1,0.4,0,0.2,0,0,0.2,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,1.2,0.2,0.2,0.8,1.2,0.4,2,1.4,2.6,3.2,1.6,1.2,1.2,0.4,0.2,0.2,0.2,0,0,0.2,0,0.2,0,0.2,0,0,0.2,0.2,0.2,0,0.2,0.2,0.2,0.4,0.6,0.4,0.4,0.4,0.2,0.4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,2.6,2.8,1.8,0.6,0.2,0.4,0.6,0.2,0.2,0.6,0.4,0.4,0.2,0.2,0.2,0.2,0,0.2,0,0.2,0.2,0.2,0.2,0,0,0,0.2,0.4,0.2,0,0.2,0.4,0.2,0.6,0.4,0.2,0.4,0.4,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,2,0.6,0.6,1.2,1.4,3,3.4,5.2,3.2,1.6,0.8,0.6,0.4,0.4,0.2,0.4,0.6,0.2,0.4,0.2,0.2,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.4,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6,2,2.2,3.4,7.4,5.4,6.4,7.2,6.4,5,4.4,3.2,3.2,0.6,1.6,1.2,1.8,3.2,2.8,1.6,0.6,0.2,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203,3.045,3.451,3.248,2.233,2.436,5.075,6.09,5.684,4.669,4.669,6.496,9.541,8.729,6.699,4.06,7.917,6.496,2.436,2.03,1.015,0.406,0.203,0.203,0.203,0.203,0.609,0.203,0.203,0.203,0.203,0,0,0.203,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203,0,0,0,0,0,0.203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
